timestamp,value,metric,unit,interval,network,fetch_timestamp,dataset_type
2025-10-16 10:20:00+10:00,16850.329,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 10:25:00+10:00,16752.922,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 10:30:00+10:00,16539.134,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 10:35:00+10:00,16671.341,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 10:40:00+10:00,17051.658,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 10:45:00+10:00,16677.655,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 10:50:00+10:00,16979.403,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 10:55:00+10:00,16871.785,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 11:00:00+10:00,17013.176,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 11:05:00+10:00,16897.376,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 11:10:00+10:00,16896.561,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 11:15:00+10:00,17011.763,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 11:20:00+10:00,16916.309,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 11:25:00+10:00,16841.979,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 11:30:00+10:00,17020.646,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 11:35:00+10:00,17121.598,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 11:40:00+10:00,17275.933,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 11:45:00+10:00,17618.304,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 11:50:00+10:00,17637.725,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 11:55:00+10:00,17679.176,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 12:00:00+10:00,17536.288,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 12:05:00+10:00,17677.458,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 12:10:00+10:00,17580.525,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 12:15:00+10:00,17595.777,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 12:20:00+10:00,17764.418,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 12:25:00+10:00,17732.822,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 12:30:00+10:00,17784.412,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 12:35:00+10:00,18074.227,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 12:40:00+10:00,18246.889,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 12:45:00+10:00,18193.239,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 12:50:00+10:00,18262.805,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 12:55:00+10:00,18658.539,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 13:00:00+10:00,18549.179,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 13:05:00+10:00,18518.374,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 13:10:00+10:00,18354.581,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 13:15:00+10:00,18296.336,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 13:20:00+10:00,18761.68,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 13:25:00+10:00,18909.619,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 13:30:00+10:00,18913.015,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 13:35:00+10:00,18733.813,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 13:40:00+10:00,18509.212,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 13:45:00+10:00,18462.27,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 13:50:00+10:00,18839.359,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 13:55:00+10:00,18936.705,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 14:00:00+10:00,19046.218,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 14:05:00+10:00,19225.298,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 14:10:00+10:00,18836.017,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 14:15:00+10:00,19117.192,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 14:20:00+10:00,19745.166,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 14:25:00+10:00,20406.63,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 14:30:00+10:00,20630.9,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 14:35:00+10:00,20674.35,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 14:40:00+10:00,20732.11,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 14:45:00+10:00,20979.01,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 14:50:00+10:00,21026.553,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 14:55:00+10:00,20560.253,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 15:00:00+10:00,20647.729,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 15:05:00+10:00,20837.871,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 15:10:00+10:00,21509.723,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 15:15:00+10:00,22039.706,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 15:20:00+10:00,21969.429,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 15:25:00+10:00,21452.825,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 15:30:00+10:00,21954.821,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 15:35:00+10:00,22350.245,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 15:40:00+10:00,22676.991,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 15:45:00+10:00,21946.629,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 15:50:00+10:00,22501.035,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 15:55:00+10:00,22958.348,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 16:00:00+10:00,23885.733,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 16:05:00+10:00,23888.695,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 16:10:00+10:00,24080.04,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 16:15:00+10:00,24280.784,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 16:20:00+10:00,24608.905,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 16:25:00+10:00,24785.282,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 16:30:00+10:00,24553.962,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 16:35:00+10:00,24442.418,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 16:40:00+10:00,24731.881,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 16:45:00+10:00,24920.327,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 16:50:00+10:00,25293.76,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 16:55:00+10:00,25692.34,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 17:00:00+10:00,25783.178,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 17:05:00+10:00,25863.145,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 17:10:00+10:00,25515.7,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 17:15:00+10:00,25854.431,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 17:20:00+10:00,26006.602,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 17:25:00+10:00,26043.758,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 17:30:00+10:00,26274.486,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 17:35:00+10:00,26430.547,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 17:40:00+10:00,26551.935,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 17:45:00+10:00,27090.172,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 17:50:00+10:00,27173.25,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 17:55:00+10:00,27367.051,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 18:00:00+10:00,27458.025,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 18:05:00+10:00,27424.648,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 18:10:00+10:00,27605.849,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 18:15:00+10:00,27669.832,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 18:20:00+10:00,27751.792,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 18:25:00+10:00,27971.806,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 18:30:00+10:00,27961.694,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 18:35:00+10:00,27809.698,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 18:40:00+10:00,27654.813,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 18:45:00+10:00,27613.91,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 18:50:00+10:00,27668.975,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 18:55:00+10:00,27411.508,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 19:00:00+10:00,27305.082,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 19:05:00+10:00,27247.481,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 19:10:00+10:00,27246.935,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 19:15:00+10:00,27434.68,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 19:20:00+10:00,27366.462,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 19:25:00+10:00,26973.668,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 19:30:00+10:00,26347.483,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 19:35:00+10:00,26175.951,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 19:40:00+10:00,26167.075,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 19:45:00+10:00,26057.09,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 19:50:00+10:00,25801.929,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 19:55:00+10:00,25498.682,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 20:00:00+10:00,25063.136,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 20:05:00+10:00,25133.91,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 20:10:00+10:00,24730.808,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 20:15:00+10:00,24653.325,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 20:20:00+10:00,24418.461,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 20:25:00+10:00,24636.187,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 20:30:00+10:00,24168.351,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 20:35:00+10:00,24273.865,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 20:40:00+10:00,24357.551,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
